tweet,label
"TETAP MEMPERHATIKAN PROTOCOL PENCEGAHAN COVID-19, SERAH TERIMA PIKET LAMA DAN BARU WAJIB DILAKULAN.  https://humaspolressingkawang.wordpress.com/2020/09/06/tetap-memperhatikan-protocol-pencegahan-covid-19-serah-terima-piket-lama-dan-baru-wajib-dilakulan-2/ …",1
"Tidak ada Covid Protocol. Pakai Masker didagu. Indomaret Point Rest Area Sentul. 
@KontakIndomaret @Indomaret",0
"Ijin bertanya , apakah jangkar futsal Kahuman ngawen klaten sudah ada , kok ini sudah berjalan sampai jam 11 malam , tanpa adanya protocol covid , dan di tengah kampung,????? @ganjarpranowo padahal ngawen Zona merah",0
KAPOLDA AKAN BUBARKAN KAMPANYE TAK PERHATIKAN PROTOCOL COVID 19  https://youtu.be/ZYbY4LMs074  via @YouTube #NTB #BeritaTerkini #beritaViral,0
"Dikasih amenities masker, sarung tangan, dan faceshiled.. Bagi yang ketauan gak ikutin protocol covid, langsung SP3.. Gak ada ampun bahkan gw udah kena wkwk gara” hadirin acara ultah manager dan pada lepas masker, semua yang hadir langsung kena sp termasuk managernya",0
Protocol ya covid erimu ebyaana n'abaana.,-1
Nongkrong boleh tapi tetap patuhi protocol kesehatan yaaa bebssskuuu.. untuk mencegah meluasnya pandemi covid-19. Happy weekend anak2 onlinekuuu  pic.twitter.com/7lncOv7OTx – at Senayan Park (Spark),1
"Hi, akhir pekan nih..
Sudah punya plainning mau staycation dimana hari ini? 
@foslametriyadi aja yuk 🤗🤗
.
.
Kebersihan Keamanan serta Kenyamanan tamu tetap jadi prioritas utama kami.
(protocol kesehatan Covid-19…  https://www.instagram.com/p/CEwCDKAhcT3/?igshid=16eott06ma6ue …",1
"Happy weekend, be safe staycation  @FocSolo 🤗
.
.
.
 Kebersihan, Keamanan serta Kenyamanan tamu tetap jadi prioritas utama kami.
(protocol kesehatan Covid-19 menjadi yg utama)…  https://www.instagram.com/p/CEv_gT6Br8Q/?igshid=647y9an3zyim …",1
"Ari Lasso
Via Valen
COVID-19
Pasuruan

The biggest Music Concert In The World by Ari Lasso VS Health Protocol

Mata Najwa
#coronavirus
Pemprov Jawa Timur
KOMPAS TV
METRO TV
tvOneNews
Official RCTI
Inbox SCTV
CNN Indonesia
Indosiar
PSSI

  https://tirto.id/f19M?utm_source=Twitter&utm_medium=Share … lewat @tirtoid",-1
Ayo disiplin protocol kesehatan untuk melindungi diri anda dan orang sekitar anda dari penyebaran Covid-19#PakaiMaskerUntukSemua,1
"TETAP MEMPERHATIKAN PROTOCOL PENCEGAHAN COVID-19, SERAH TERIMA PIKET LAMA DAN BARU WAJIB DILAKULAN.  https://humaspolressingkawang.wordpress.com/2020/09/05/tetap-memperhatikan-protocol-pencegahan-covid-19-serah-terima-piket-lama-dan-baru-wajib-dilakulan/ …",1
Bhabinkamtibmas Desa Cangkring melaporkan pada hari Jum'at tanggal 04 Sebtember 2020 Pukul 14.30 Wib telah dilaksanakan pemakaman jenazah dengan protocol pemakaman covid-19 dan petugas makam menggunakan APD di TPU (…  https://www.instagram.com/p/CEvIAdMngzr/?igshid=w4p14wpqcgdm …,1
"Golf bareng dengan protocol Covid 19 @senayannational 

#salamolahraga#golf#teebox #senayannationalgolfclub#themajsenayan  https://www.instagram.com/p/CEvFoQqgq4yQ3ZczEQVy1JX2eyw2sany2xu7Cc0/?igshid=13cgkrzgpr9ob …",1
"WA saya kang kling klung, ngajak hunting sana sini. Kota ini belum normal, tapi kreatifitas tak boleh berhenti. Tetap ikut Protocol Covid 19. Gunakan masker yg benar, jaga jarak, rajin cuci tangan dan jaga imun tubuh #BubarkanVerpool",1
"Tetangga aku ada yang meninggal karena covid lagi :"")
Anaknya positive dan sekarang di isolasi di RS

Pls. Stay safe, stay healthy, keep wash ur hand, physical distance, new normal protocol obey

And
WEAR A MASK, ITS A SIGN OF RESPECT",0
"Urusan perut menjadi prioritas utama masyarakat...dan menjadi dilema besar antara protocol Covid-19, Dunia sedang di uji endingnya Hanya Tuhan yg Tau.
ANTARA PASRAH ATAU BERSERAH.
GOD BLESS INDONESIA.",0
"Lah jadi yang kemarin ada TNI-Polri di pasar2 ngapain aja pak @jokowi ? Yang sering ke pasar pasti tahulah. Kalau mau penegakan Protocol Covid 19 contohlah security Bank. Mereka kerja tidak ada yg duduk, semua berdiri, berpatroli, mengawasi, tidak ada yg pegang hape dan  ngobrol",0
"#PakaiMaskerJagaJarak 
Patuhi protocol covid membantu menyelamatkan dirimu dan orang lain serta konsumsi vitamin alami seperti madu, jahe merah atau sari Lemon... Bisa dapatkan di kami 
Shopee :  http://bit.ly/Shopee_MaduMesir_Yaman …
IG :  http://bit.ly/3lvnM64 
WA :  http://bit.ly/WA_MaduMesir_Yaman … pic.twitter.com/jsDcGzHYDC",1
"Gamau ada corona tapi masi aja keluyuran without doing the bare minimum covid protocol, sayang uang beli safety gear, ke mall makan 1 juta gapapa ngiqiq kelakuan masyarakat ibu kota dan sekitar 😚😚😚",0
Bhabinkamtibmas  Polsek Siantar Barat Bersama Babinsa Koramil 04/ Siantar Barat Laks Giat  Himbau    kepada Pengujung KFC Agar  ikut serta memutus tali rantai penyebaran Virus Corona Covid-19 dengan mengikuti protocol kesehatan  pic.twitter.com/HgH2inFQnm,1
"Bhabinkamtibmas kel.Bantan Aipda Rayendra Damanik
 Laks Giat Membagikan Masker Kepada Masyrakat Yg Tidak Menggunakan Masker Dan Himbau   Agar  ikut serta memutus tali rantai penyebaran Virus Corona Covid-19 dengan mengikuti protocol kesehatan  pic.twitter.com/lIDwGqNH17",1
"5
Ikuti protocol keaehatan guna cegah penularan covid 19
#PakaiMaskerJagaJarak",1
"4
Ikuti protocol keaehatan guna cegah penularan covid 19
#PakaiMaskerJagaJarak",1
"3
Ikuti protocol keaehatan guna cegah penularan covid 19
#PakaiMaskerJagaJarak",1
"2
Ikuti protocol keaehatan guna cegah penularan covid 19
#PakaiMaskerJagaJarak",1
"1
Ikuti protocol keaehatan guna cegah penularan covid 19
#PakaiMaskerJagaJarak",1
"Ikuti protocol keaehatan guna cegah penularan covid 19
#PakaiMaskerJagaJarak",1
"Madam Iis jaga kesehatan, jangan lupa tetap protocol covid ya sayang",1
"ngasih pengarahan sesuai protocol covid tp demo dan kerumunan tdk di tindak tegas apa gunanya,dibuat 1000 tugu peti matipun tak guna. Btw.. Peti mati identik salib loh, gak protes loe? 
Oya,, LGBT lomba selpong hrsnya nanya rocky gerung dkk. Mana suara mereka..anjayyy",-1
tempat saya juga ada satgas tp bukan berarti satgasnya tau di lapangan dan melaporkan susuai apa adanya om. contoh ni ya yg meninggal protocol covid jauh lbih sedikit dri laporan provensi. trs keluarga yg serumah ama pasien yg kmrn ga di sruh swab cm isolasi mandiri 14 hari 😅,0
Sedih bgt liat ini Dan segala reply nya...  Sementara sebagian besar org2 d samping saya sudah sangat abai terhadap protocol covid 😭😭😭😭  https://twitter.com/MISSARAP/status/1301520685685043200 …,0
Makin sedih liat ibunya junior tekondo abang meninggal dan dikubur pake protocol covid padahal ga kena covid😭,0
"Coba Penguasa yg dibayar Mahal di Negri Membuat Trobosan yg Spectakuler bagaimana caranya Ekonomi tetap berjalan dg baik dalam keadaan Rakyat menjalankan Protocol Covid, agar rakyat tdk melanggar Aturan Protocol dengan alasan Ekonomi.",1
"Selain ga tanggung jawab dan protocol covid dilanggar (plus ad yg hiv)

Itu tau, masih aja lu belain 

Ngatain org tolol lagi

Iya di kepercayaan gue homo itu salah. Kalau Lo homo ya lu usaha unt berubah..tapi kalaupun ga mau ya ga usah pesta seks saat pandemi 

Yg bgtu yg tolol",0
"Semoga dapat memaksimalkan pelayanan medik kpd saudara2 yg sdg tersasar covid

Ayo, masyarakat Jakarta lawan corona
Disiplin ikuti protocol pencegahan covid

Penambahan jumlah tim medik menjadi kurang memberikan effect positif, jika masyarakat abai thd protocol pencegahan covid  https://twitter.com/CNNIndonesia/status/1301476055027298307 …",1
Jadi ini ceritanya gaboleh salaman karena protocol covid.,1
Tolong lah tolong dijaga badan sendiri ikut protocol covid please makhluk bumi  https://twitter.com/CNNIndonesia/status/1301449464410861568 …,1
"Truss ngapain aja aparat selama ini,, Polri, TNI, Satpol PP yang ditugaskan di pasar / tempat umum,, apa hasilnya ? Apa benar2 kerja seperti security di Bank, yang benar2 disiplin menegakkan protocol Covid 19, kerja tidak ada duduk2, tidak pegang hape dan selalu keliling.",0
"Jogja, near poor paling terdampak. Kepercayaan kepada Sri Sultan masih cukup tinggi. Perbandingan dengan level Pemerintah Pusat, ada layer ketidakpercayaan yang dikonstruksi. COVID-19 masih merupakan masalah kelas menengah atas. Culture of ""consensus"" vs culture of ""protocol""?",0
"Kenali gejala covid-19 dan cegah penularannya
.
.
.
.

#kenali_covid19
#protocol_covid19
#jagakesehatanjaga3m pic.twitter.com/cIQQdQwUgT",1
"Min, berarti kalau ada kegiatan keagamaan atau perkantoran dgn menerapkan protocol Covid-19 masih di perbolehkan hingga jam 20.00 WIB atau bagaimana ya?",1
Forum Perempuan Palopo Peduli mengajak masyarakat terus berpartisipasi memutus mata rantai penyebaran Covid 19 dengan tetap mematuhi protocol kesehatan.  pic.twitter.com/H2TyWRfpHS,1
"Bilang ajaaa pinjem bentaaar wkwkwk

AMIN AMIIIIN tp kayanya bakal makin susah yaa kalao semsal nerapin protocol covid",0
"Polda Yogya vs KAMI Yogya: Alhamdulillah Dir Intel Polda Yogya sdh bertemu dg pimpinan KAMI Yogya, Syukri Fadholi, bhw Polda tak melarang acara Deklarasi KAMI. Hanya tetap protocol Covid-19. Semoga sikap Polda Yogya menjadi cermin dari semua Polda2 di Indonesia",1
Klo ngikutin protocol covid gpp kali ci,1
"Dimanapun Anda bertugas, dilapangan, dikantor, di Desa atau di Kota... Protocol Kesehatan Cegah Covid-19 harus tetap dijalankan,,, Selamat menjalani hidup sehat dan bersih... @ Cimanuk Pandeglang Banten  https://www.instagram.com/p/CEokCdfDsO7/?igshid=1ppey3vq4s7qn …",1
"bertambah 3.075 kasus covid 19, jumlah terdata kasus positif 180.646 kasus.
tingkatkan kewaspadaan dan ikuti protocol kesehatan….. cuci tangan, gunakan masker dan jaga jarak

 https://www.beritasatu.com/iman-rahman-cahyadi/kesehatan/672007/update-covid19-tambah-3075-kasus-positif-di-indonesia-jadi-180646 …",1
"Adaptasi Kebiasaan Baru Bersama Kita Bisa Hadapi Covid 19
Dengan Selalu mengikuti Protocol Kesehatan 
Menjaga Kesehatan Tubuh
.
.
.
.
#divisihumaspolri
#humaspolri
#humas_poldakaltara
#polrisukseskan3m pic.twitter.com/iyjQSEhCBn",1
"Lagi manggil Jin ????? Buukanlaaah  😀
⁣
tenang... sesuai peraturan tentang Covid-19, protocol berkaitan dengan langkah preventif untuk angkuran penumpang.

Kita sterilisasi Bus agar wisatawan dapat berwisata dengan…  https://www.instagram.com/p/CEoSnoShiN8/?igshid=tfejf6oyrdr7 …",1
"be well, be safe. we can get through this..
.
.
Kebersihan, Keamanan serta Kenyamanan tamu tetap jadi prioritas utama kami.
(protocol kesehatan Covid-19 menjadi yg utama)…  https://www.instagram.com/p/CEoSHsxjvLb/?igshid=111dha0lyp6aw …",1
"Haiii Teman Pemilih KPU Kota Tangerang Mengadakan kegiatan Sosialisasi Protocol Kesehatan Dan Langkah Antisipatif Covid 19 Bersama Kasie Penanganan Penyakit Menular Dinas Kesehatan Kota Tangerang. 

Seluruh…  https://www.instagram.com/p/CEoECkCF5cA/?igshid=1m8hbzlfvvzna …",1
"Yuk bersama kita Lawan Pandemi Covid 19 dengan mematuhi Protocol Kesehatan
#PolriSukseskan3M",1
"diberita udah meninggal .pemakaman nunggu hasil swab .kalo positif ya dimakamin sesuai protocol covid ,kalo negatif bisa dibawa keluarga nya .ntar main ambil jenasah ,ternyata hasil test positif .nambah brapa orang tu yg harus dirawat ama rumah sakit gara2 1 jenasah",0
"Sampe tahun jebot juga bandingin sektor vital dan non vital mah ngga ada abisnya bro/sis.

Urgensi? 🤪
Covid-19 ngga kenal urgensi. Dimana aja bisa kena.

Bioskop akan provide health protocol yang baik dan sesuai standar.",1
"Warunk D'Koppis
Paku pin bulatMergelo, Surodinawan, Prajurit Kulon, Mojokerto
⌚ 10:00-22:00 WIB
Open daily selama PROTOCOL COVID-19 
📱081336057978 for resevasi
🛵DO via Gofood & GrabFood
IG:  https://instagram.com/warunkdkoppis/ 
pic sumber IG Warunk D'Koppis pic.twitter.com/TokKaorMig",-1
"Berarti sektor lain penyumbang penyebaran Covid-19 even esensial udah banyak booking seat di neraka dong?

Mau gue bantu bookingin?
Merah keisi, ijo masih kosong. Mau neraka lapis berapa?

Terus, kalau bioskopnya bersih dan health protocol jalan, masih salah juga?",-1
"Selamat pagi juga pak mentri,smoga sehat slalu bsrta keluarga..amiiin
Km selalu siap membangun desa dlm situasi covid 19 tidk lupa mematuhi protocol yg telh d tentukn....semangat",1
"Bhabinkamtibmas Kel.Bantan Aipda Rayendra Damanik membagikan Masker Kepada Warga menghimbau Agar ikut serta memutus tali rantai penyebaran Virus Corona Covid-19 dengan mengikuti protocol kesehatan.
#POLRIUNTUKINDONESIA
#POLRICEGAHCORONA
@poldasumaterautara
@divisihumaspolri pic.twitter.com/W50QJnhHIG",1
"Bhabinkamtibmas Kel.Bantan Aipda Rayendra Damanik membagikan Masker Kepada Warga menghimbau Agar ikut serta memutus tali rantai penyebaran Virus Corona Covid-19 dengan mengikuti protocol kesehatan.
#POLRIUNTUKINDONESIA
#POLRICEGAHCORONA
@poldasumaterautara
@divisihumaspolri pic.twitter.com/pHkkINTJ4F",1
"Lbh dari 10-an jt orang dr berbagai daerah Indonesia tiap hari wara-wiri & beraktifitas di JKT, demi memenuhi kebutuhan.. tentu sgt sulit mengendalikan

Tiap hari ada operasi pelanggar protocol covid, & pelanggar didenda 250rb/kerja sosial 

Mungkin perlu pemberlakuan jam malam",0
Tokoh Pemuda Kota Palopo mengajak masyarakat terus berpartisipasi memutus mata rantai penyebaran Covid 19 dengan tetap mematuhi protocol kesehatan.  pic.twitter.com/f4sPf3wbZX,1
"A beautiful day begins with a beautiful mindset.
.
.
Happy Wednesday !😄 
.
.
Kebersihan, Keamanan serta Kenyamanan tamu tetap jadi prioritas utama kami.
(protocol kesehatan Covid-19 menjadi yg utama)…  https://www.instagram.com/p/CEnQA6HDppH/?igshid=1vo3i4em5c1nu …",1
Covid protocol tail lena gaya aaj Hyderabad mein. Chalo dekhte hai kitne cases book karti hai Hyderabad police ...,-1
"Warga Vietnam keknya masih lebih patuh ikutin protocol Covid-19 deh.. 
Sejak gelombang ke-3, yg tembus sampai angka lebih dr 1000 dan ada kematian, warga Vietnam makin lebih patuh ikutin protocol; pakai masker..",-1
"Tolong di tindak... Berbahaya selalu terjadi kecelakaan karena pasir yg beluber ke jalan... Dan ini sangat merugikan penduduk... Macet dan melanggar protocol covid di Jln swasembada barat xxi kebon bawang, jakut @SatpolPP_DKI @DinasSDAJakarta @DKIJakarta @sdputataairjaku pic.twitter.com/GwK8J8Gcgv",0
"""Vaksin Merah Putih diproduksi pertengahan 2021.""
@antaranews
 https://www.antaranews.com/berita/1699926/presiden-jokowi-vaksin-merah-putih-diproduksi-pertengahan-2021 … 

ayo kita dukung segala upaya pemerintah untuk mengatasi Covid-19 ✊

dan jangan lupa... tetap patuhi Protokol Kesehatan di mana pun berada 👌
#BantuNegaraAtasiPandemi
@KemenkesRI @jokowi",1
Cegah Penyebaran Covid-19 Dengan Protocol Kesehatan.  pic.twitter.com/FDUNXFRBm8,1
Cegah Penyebaran Covid-19 Dengan Protocol Kesehatan.  pic.twitter.com/SlmFWB69uk,1
Cegah Penyebaran Covid-19 Dengan Protocol Kesehatan.  pic.twitter.com/rz1dImb1vF,1
Cegah Penyebaran Covid-19 Dengan Protocol Kesehatan.  pic.twitter.com/Y6ubf8BRK2,1
"Hanya kata “SEMANGAT” yang mampu membuatku terus bangkit.
.
.
.
Kebersihan, Keamanan serta Kenyamanan tamu tetap jadi prioritas utama kami.
(protocol kesehatan Covid-19 menjadi yg utama)…  https://www.instagram.com/p/CElFGduhxFg/?igshid=1xoxwa97yphzy …",1
"masih banyak orang yg egois tidak mengikuti protocol covid dengan keluar tanpa masker, tidak cuci tangan, apa lagi jaga jarak. lalu apa keegoisan orang lain masih bisa disebut resiko buat mereka? jadi ya kalo menurut saya ya cocok lebih tepat disebut tumbal",0
"[31 Hari Tantangan #SiapAdaptasi] 
.
(Day 30) - Perokok lebih mungkin terjangkit Covid-19 daripada Non-perokok! Simak penjelasannya ya temans!
.
Note : Stay comply with health protocol 💙
.
#RelawanKemdikbud
#RECONSIGAP
#SiapAdaptasi
#KKNTBINAMUDA pic.twitter.com/Kuty2irzY4",-1
Alhamdulillah rapat pleno terbuka rekapitulasi daftar pemilih hasil pemutahiran pilbup Demak Tahun 2020 Oleh PPS Desa Bogosari dengan melaksanakan protocol Covid 19 berjalan dengan baik  https://www.instagram.com/p/CEjsH1yl9IU/?igshid=13or4upgpe0a0 …,1
"AC yg sudah dimatikan, dikubur menggunakan protocol Covid-19 atau tidak? 😂😂😂😂😂

Takut menular ke AC yg lain...
😁😁😁😁😁",-1
"Acara yang dilaksanakan luring ada di 4 tempat yaitu di Hotel Bidakara Jakarta, Hotel Swiss-Bel Serpong Tangerang Selatan, Hotel Bumi Wiyata Depok, dan Horison Hotel Bekasi dengan tentunya tetap mentaati protocol kesehatan COVID-19.",1
"""Sosialisasi Bahaya Covid-19, Peti Mati Diarak Keliling Jalan.""
@KATADATAcoid
 https://katadata.co.id/donangwahyu/foto/5f4a5d657fb66/foto-sosialisasi-bahaya-covid-19-peti-mati-diarak-keliling-jalan …

karena mengingat kematian adalah salah 1 cara untuk meningkatkan kualitas hidup 👍",1
"Bismillaahirrahmaanirrahiim
.
Jangan lengah, covid-19 masih mewabah. Perhatikan protocol kesehannya. Cuci tangan pakai sabun, jaga jarak dan pakai masker selalu.
.
Agar maskernya tetap bersih dan terjaga dari…  https://www.instagram.com/p/CEiTgpJAC9S/?igshid=1dsw5qpwyjmpj …",1
Mau staycation di villa aja ribet bgt cari yang covid protocol nya paling bagus dan yg paling minim kontak sama orang lain biar bebizi bisa kena udara seger karena jujur lebih ga berani jalan2 di komplek soalnya rame....,0
"Tadi malem sempet jalan lewat malioboro jam 9 an dan sepertinya tidak terjadi pandemi covid, rame banget dan ngga ada protocol distancing kek berasa normal life aja.",0
"covid menyerang gak kenal kantor/ perusahaan, lijal, nadional maupun multinasional tetap rawan covid. tetap patuhi protocol kesehatan.  https://twitter.com/kumparan/status/1300140368298520576 …",1
"Maju mundur kiri kanan kena..  Kalo ada salah satu yang postif mampus gua.. 
Lingkaran RED ZONE..
4 sahabat sudah di karantina di asrama ipdn.. 
Mudah2 kita semua baik-baik saja yah.. 😥🙏🙏
.
Harus banyak istirahat, vitamin, dan olaragah
Tetap patuhi protocol covid 19 yah!!!!",1
"Padhayi ki kitni zaroorat hoti aap hi batao na.Protocol follow karna social distancin strictly implement karte hue tests xams conduct kari ja sakti sir,it's possibl.Mann lo covid 2,3 saalo tak ya hamesha reh gayi,koi kuch keh nahi sakta sir toh kya system band karke rakhoge sahab",-1
lebih hati2 dan jaga kesehatan dg protocol covid ya sedulur - sedulur.  https://twitter.com/mediaindonesia/status/1300070772082438144 …,1
"#BeriTebengan Indonesia - Indonesia, 01/09 18:30, 8 seat, Rp. 99.000, Protocol Covid-19 | Executi...  http://apps.nebengers.com/ride/197567  @nebengers",-1
"Covid Protocol ke sath cinema open kiya ja skta hai ...
Tickets sirf Online book ho...
@SumitkadeI
@KomalNahta @taran_adarsh @Tutejajoginder @rsprasad @AmitShah
#SupportMovieTheaters",-1
"Ironis kan?
Di RS, beliau selalu memakai baju hazmat, menjalankan protocol covid dengan tertib, disiplin. Membimbing para dokter dan pasien yang mentalnya down terkena covid.
Begitu pulang ke rumah, pakaian langsung dicuci, mandi.
Pokoknya safety number 1.",1
"30.08.20 - 26.08.20 - Bismillah

Jangan abaikan diri, Jaga Diri, Jaga kondisi, Patuhi Protocol Covid-19, Gunakan Masker, Cuci Tangan, Jaga Jarak dan Hindari Keramaian ditempat…  https://www.instagram.com/p/CEg5h4LHsyqZC9WmHARWTMehiJsD6u7S_TXOxw0/?igshid=1wcdfdcebgspa …",1
"#AcehTimur
#UpdateCorona 

mengimbau semua pihak agar benar-benar mematuhi protocol kesehatan untuk memutus rantai penyebaran Covid-19 di Aceh Timur

 https://aceh.tribunnews.com/2020/08/30/update-corona-12-pasien-positif-aceh-timur-sembuh-tersisa-24-orang-lagi …",1
"Bagi para Paslon di Pilkada Desember 2020..Waktunya singkat untuk Kampanye dan terbatas geraknya oleh adanya Protocol Kesehatan akibat Covid .
Masyarakat juga lagi menghadapi kesulitan ekonomi... 
Kecurangan Saat pencoblosan akan sangat besar potensinya 

@ganjarpranowo @prabowo",0
"Terapkan Jaga Jarak
Cegah Penyebaran Covid-19
Di Area Publik

Mari Bersama Sama
Terapkan Protocol Kesehatan Covid-19
.
.
.
#Humaspolrespalu
#Humaspolsekpalut pic.twitter.com/nhFuJHCp69",1
Aku pergi nih kayanya 🥺🥺 covid serem sih tapi mau gimana lagi asal kita tetep patuh protocol kayanya okay kan ya bepergian?,1
"Disayangkan...🙎🙎. Seharusnya Messi bagian dr public figure di dunia sepakbola, yg dalam menjunjung  sportifitas  akan mjd kampanye efektif dlm mendukung kebijakan protocol Covid 19.🤦🤦  https://twitter.com/kompascom/status/1299904423175622656 …",-1
"Deep condolences for the family's loss.

Gue pribadi menerapkan gak mau ke RS kalo keadaan gak urgent banget. Alhamdulillah selama ini kalo sakit yg umum, karena ngerti obat dan dosisnya, jadi treatment sendiri aja.. Dan tetep stick to covid health protocol.  https://twitter.com/panggilakuolaf/status/1299343405672140801 …",1
Wadaoo.. mantap Pak SJ kw super. Sikat pak yg ga matuhi protocol covid...,0
Jatiya manhu bujibo aru olop covid protocol manibo tatiya hai thik hobo,-1
"PANGLIMA TNI, APRESIASI PEMERINTAH DAERAH PAPUA TERKAIT PENANGANAN COVID-19 : Tabloid Nusantara - PAPUA, “ http://tabloidnusantara.com ” - Panglima TNI, Marsekal Hadi Tjahjanto, memimpin apel pelepasan satgas pendisiplinan protocol covid-19, provinsi...  https://tmblr.co/ZRtzVUYsKemi4e00 …",1
"seriusan inimah!! 😂😭😭 barangkali ada yg butuh yakan, servernya udah canggih betul ini mengikuti jaman dan protocol covid!",1
Hum sabko pata he kesa sundar sop he. Ap sabk..sop ka kya karenge jab exam dene exam centre hi nahn hua..jis bache ko covid hua he uske liye kya protocol rakhi he? Sabi covid patient ka temp high nahn hota wo sab humare sath deng.mar hm salo ko jinda mat chodo...mardo sabko,-1
Wannan shi ake kira COVID-19 protocol.,-1
"Happy weekend @FocSolo 🤗
.
.
.
 Kebersihan, Keamanan serta Kenyamanan tamu tetap jadi prioritas utama kami.
(protocol kesehatan Covid-19 menjadi yg utama)…  https://www.instagram.com/p/CEd4aAvBeSe/?igshid=14t5xuvdkdcw0 …",1
protocol covid ... jangan lupa  https://twitter.com/merdekadotcom/status/1299339461092716544 …,1
"fungsi Influencer sih saya duga untuk menjaga jokowers tidak berkurang akibat kritikan keras oposisi, termasuk soal isyu omnibaslaw, soal kampanye protocol kesehatan pencegahan covid 19.",1
"Sosialisasi Perbup Banjarnegara No 44 tahun 2020 tentang Penerapan Disiplin dan penegakan hukum protocol kesehatan sebagai upaya pencegahan dan pengendalian Virus Covid 19, Satgas Covid 19 Kec Mandiraja, Jum'at (28/08/2020)
@polres_banjarnegara 
#JatengLawanCorona pic.twitter.com/QFad0rtJxL",1
"Forkompinca Kec Mandiraja melaksanakan Sosialisasi Perbup Banjarnegara No 44 tahun 2020 tentang Penerapan Disiplin dan penegakan hukum protocol kesehatan sebagai upaya pencegahan dan pengendalian Virus Covid 19,…  https://www.instagram.com/p/CEbMPCohiBJ/?igshid=53ibgyv76rgl …",-1
Ya kan emang gitu. Mengikuti protocol covid chan,0
"Sumunod sa DOH Protocol upang maiwasan ang pagkalat ng COVID-19!
#TeamPNP
#WeServeAndProtect
#PNPKakampiMoLabanSaCOVID19 @PNPChiefGamboa @rwinp88 @davylims pic.twitter.com/DJBxnLDfgk",-1
"2 Orang Meninggal lagi • 4 kali Kapolres Lubuklinggau pimpin pemakaman masyarakat dengan protocol covid 19.

Kali ini 27/8/2020 Kodim 0406 dan Polres Lubuklinggau melaksanakan pemakaman protokol Covid 19 di TPU Taba Lestari.
#covid19
#lawancovid19 pic.twitter.com/hm2aeV1j7i",0
Pelantikan PPK dan PPS antar waktu sesuai protocol covid 19  pic.twitter.com/MvtD8NoYdj,1
Pelantikan PPK dan PPS antar waktu sesuai protocol covid 19  pic.twitter.com/fg5ekXkvEr,1
"Sumunod sa DOH Protocol upang maiwasan ang pagkalat ng COVID-19!
#TeamPNP
#WeServeAndProtect
#PNPKakampiMoLabanSaCOVID19 @PNPChiefGamboa @rwinp88 @davylims pic.twitter.com/ZkzQ6eeD8C",-1
"Sumunod sa DOH Protocol upang maiwasan ang pagkalat ng COVID-19!
#TeamPNP
#WeServeAndProtect
#PNPKakampiMoLabanSaCOVID19 pic.twitter.com/AffpA3G5aN",-1
"Kami Meminta Presiden @jokowi dan Mendagri @titokarnaviann Menegur dan menindak tegas Pemerintah Provinsi Maluku yang lalai dan Inkonsostensi terhadap Regulasi Protocol Covid-19
Kami juga meminta agar Gub&Wagub Maluku Memohon Maaf Kepada Rakyat Maluku  pic.twitter.com/jR1PTkjg0x",1
Tokoh Pemuda Kota Palopo mengajak masyarakat terus berpartisipasi memutus mata rantai penyebaran Covid 19 dengan tetap mematuhi protocol kesehatan.  pic.twitter.com/dcLGfGlF8q,1
Nti mu di3  musi fuck coviD safety protocol ? 😊,-1
"Hari : Kamis
Tgl   : 27 Agustus 2020
Jam : 16.00 wib - selessi
Pakem Kuda V patroli di PT TNT Corp Amanah, PT Trijaya Sumber Semesta, pemukiman wilayah Pakem sampaikan Pesan kamtibmas serta himbau tetap mematuhi protocol kesehatan untuk mencegah penyebaran covid-19. situasi aman  pic.twitter.com/soAgMj2vR8",1
Iya sih. Mestinya bilang saja biar roda ekonomi tetap berjalan dengan syarat dan ketentuan protocol covid-19 diperketat.,1
"Jellyfish Entertainment yang menjadi naungan dari N Vixx mengkonfirmasi Bahwa Artis tersebut telah menyelesaikan masa wajib militer sesuai protocol covid 19 🙏
.
Welcome back!
.
#Nvixx #vixx #chahakyeon #N #wami…  https://www.instagram.com/p/CEY3sbipkZO/?igshid=1cvonhga9haga …",1
protocol covid numbee 1 ya G btw lu gemes gue suka bgt liat cewe berkacamata😍😭😍😍,1
"@KPGBJP Sir myself Manoj Gurjar working in Shri Krishna Ayush University Kurukshetra..there are very good result of the medicine in COVID 19 as per the protocol of SHRI KRISHNA AYUSH UNIVERSITY KURUKSHETRA and duly approved by PGIMS rohtak
MAHASUDARSHAN GHA VATI AND SHADAND PANI",-1
"Tofauti ziliyopo kati Kenya na Tz ni kwamba wao wanaamini katika science sisi tunaamini katika miujiza na maombi,wao wanaamini uwepo wa covid-19 sisi hatuelewi tusimame wapi,wao wanafuata protocol ya kitabibu kuh Corona virus sisi tunafuata kauli za mwanasiasa 1!. TATIZO",-1
"@SonuSood sir mere papa 
#COVID__19positive paaye Gaye hai 
Abhi takk koi medical team contact nhi kr rhi hai ki 
Aageh 
Ki process Kya hogi 
Kya karma hai 
Sir poori family daari Hui hai 
Aagh 
Kya karma hai 
Kaise krna hai 
Kya Kya protocol follow krni hai 
Pls suggest 
#Help",-1
